1	0.393996252
2	0.246703112
3	0.151292682
4	0.090694442
5	0.053027162
6	0.030161855
7	0.016640485
8	0.008873737
9	0.004554999
10	0.002239609
11	0.00104852
12	0.000464029
13	0.000192381
14	7.38734E-05
15	2.58922E-05
16	8.13E-06
17	2.22E-06
18	5.12E-07
19	9.39E-08
20	1.26E-08
21	1.09E-09
22	4.59E-11
23	5.30E-13
24	2.59E-16
25	0
